Account,Allocation
0xd34427950f74a15bd18d1be4cb3dd5dd65f9eb1f,1569511462211388561627
0xb7f1ea585d7bf0f04941a29a03465cb74844c0cb,1568982313271651946707
0xbcbeac56eef250e8a4859be46c6cbfd93aae5d2f,1562242928581880732963
0xba3c494f3b3937d1c8101ffbe1588023ad5ea0a2,1542123464953666825750
0xa802704860ed515a6784a650bc15ad7d630d818d,1538709478129964509208
0xd18327bb6d6de9241bed63bb5e78459325fbbd70,1520433329161023266352
0xd292b72e5c787f9f7e092ab7802addf76930981f,1511578586612286244417
0x5bc87eb8fe7955e23a461aeaa93dffc308e9e449,1510889325371384757091
0xbcff81420d024627edd07ab9468aff7881805d57,1509283412959138104270
0x598265c6863811ce5e7e65a55b16322ceaff068f,1508068172535373605569
0x55b2d13031eb53831e3bb30a67f8d810e85a3d45,1497359912789274630995
0xd759dd0d8f94e6e93334e2b0fc07a8781590190a,1487027032626963773509
0x34d6dbd097f6b739c59d7467779549aea60e1f84,1483689472732387912401
0xae2113de1cd10c5d626e902760638a4f5ae53d7a,1481668241363761353568
0x5b63b4929094c6a68c39f787939b5b318c47272c,1468488828394389429377
0x5b32927c7138a4f9c295285d8a5e860ba991914b,1467444268425853806548
0x597568694fe6ee1b701ec8578bd57102c9a29abd,1466910077155070666777
0x79a98a9f41051e119cad1b9ffefe523cd0be65f0,1454188537552513935225
0x387acb7f56a6f29137a21d7eb755a3f638cab45b,1447500784943516464409
0xd27d90b337717fd91c4d409f712b890d4ee2fdd6,1434772937819449225572
0xfab3b859f4d2175cc7bcd6f343cfee4edf9445ab,1431107430254031470440
0x57ef012861c4937a76b5d6061be800199a2b9100,1428939572024327844701
0xb79c662c667e056150d9ba0fec36217d6bb74049,1422783186904206786494
0x30f1d1ffad34b24bb8310ad9dd237b854b4daea7,1422449547506584167422
0x6c5e1df7351356d60b7ba512817b9958949131ac,1411670485155975484304
0x82a4697a45037c4ae1babd7af6c6d04254e4085a,1409118406436860823305
0xb370b2b6a9c4ce5c6860204758e889956cf80890,1409118406436860823305
0x3637d7f6041d73917017e5d3e2259473215ecf6f,1396720802305045708636
0xade9e51c9e23d64e538a7a38656b78ab6bcc349e,1393467348575603637073
0x0bf93ea5a1fa4ce3dd22c7ffd314462d3869777f,1389653335646696177719
0x94a468fcb53a043bf5cd95ef21892e02c71134be,1389287983852549302810
0xe3e39161d35e9a81edec667a5387bfae85752854,1383908571062032933696
0x6fcfb789a593762557177fe9548e44d166f91ed4,1376179455924550438795
0x009023da14a3c9f448b75f33ceb9291c21373bd8,1374926919690438580801
0x618f2d5932b4d29bda43a96be1eef390e1916e24,1355962056433691031998
0xfac01bf00180ff294915e840b4309b823b759f83,1343977939811406258741
0xd84fed57a0610d33c9be166f523a698fd62c9281,1335456761141794004288
0x5db5a82d59e30aa3d077727ddad04e1d3a6714f0,1328169121565699242637
0xb1f530f9894e19446b5c6f315b1174d77449bcf6,1317361028262556374102
0x3a3ee61f7c6e1994a2001762250a5e17b2061b6d,1315829641327840363374
0x805bc7236e8a68a5caf60a89ba1271c66b10ed0b,1314076102623557517290
0x8376c688003a23472ebed4cb76b05fead6a145e6,1311237821623797117354
0xa97e52b529860f3a539abdf44d6f45f4bebd5008,1311162943047992030188
0x99117c9193b386b036f8c0bb46c2733c783c076c,1300966174137525513288
0xd9012a0c82242b04ee09e45e98b24903f982d975,1297335386430618427767
0x177da468700464dd0a252a0f1a9571d736bff98b,1297335210142257210464
0x6f861959563084f4bbe2c7570b95dec90ca81916,1297335210142257210464
0xd71de1e67432858ca1e2ed80c0b2e8007ad940a0,1296611294646570058831
0x4432e64624f4c64633466655de3d5132ad407343,1292506124785464635352
0x949508892ac154121e0f2f335884c4d3de38a89f,1289738901127829194593
0x738cf6903e6c4e699d1c2dd9ab8b67fcdb3121ea,1279672380933518979873
0x11931dc95a8e9b1987931031e63611241b682ff1,1270106309373747762947
0x1fed2801aff009c4714ea90e51425949236d35f8,1263377061001552192465
0x8b6a8903c8ac057af4db7df4057170faf91f2a85,1255120529661420960110
0x2c531920a372998bc029e20771422018e99f1680,1253828478738748799515
0x26602bf417c4e57ba3d2268d7f93a1e16f29e069,1252957603149211308846
0xe65c2be6254731e93368cc071a2420b0c961451b,1251837097629842446622
0x2e2cee70d0540f3b87258fcec3c5acf354939d04,1250155451435870418209
0x7d781c2463c300ed86e7a51f456779de6bfeafc9,1246460682480634659441
0x0fc4b69958cb2fa320a96d54168b89953a953fbf,1246376596016237499498
0x544b4979263846cbc2bebf0b99d3812536964da5,1245379224194500693557
0x2ca3a2b525e75b2f20f59deccae3ffa4bdf3eaa2,1242226678201489676212
0xe45d85b382efd7833da1b8cab53b203d22340b1a,1238308847989782634613
0x4dacd010e15e220bc6c5c3210d166505d2b6c63a,1236721918852985325543
0xa655cd30eb39db07eade930a2fb3ebb9e3bc4e1b,1230858729027094113917
0x7a601f344f1c7353ebe5cc0f6f8bcc3e7aae143a,1227085046905132003303
0x61175fb85f6bea405e24e2e38b10879788846240,1207394955068554963873
0x44a4ea25dd61e4fa53613dea3219eeb0eb7a80d0,1201891489146398498633
0x9af999595a08210fcaa705f0491a800551f73388,1201446176671731791430
0xcbe7de95accc182baeff13d331049c9c86f02d69,1200482910217780727180
0x7b59793ad075e4ce1e35181054759c080b8d965d,1200199814847890365854
0xcb926f497763ea5cf993912a442431e6a91d5a64,1195982846398772380780
0x0dd33f4850b4a39ad88c8726fe9c41fab8e2479f,1194039011189230677701
0x9d269caf80970c7e854c99db8b0c20868825546b,1184271784460005619621
0x113b761f4df839800f2727fd0b6da87eef567bb9,1180520468779677003113
0xf2208b955e63855119a27a69a2ec38e0c8813ab3,1179524892346182468827
0xc69adca4485c0c494f34e9aa6b0a31f343f76411,1173561322033472379189
0xc4744b2493b4a1c5be8359c353a739240b00bb37,1170900562309004499184
0x9e26e1b35164afb1332592af393edf5f2a2c7f51,1170350958127128023989
0x7338afb07db145220849b04a45243956f20b14d9,1168247054308054202920
0x95e8c5a56acc8064311d79946c7be87a1e90d17f,1165968760967844673360
0x426774601b952411dcf739c32a4436f4f65f6951,1163611708707591333223
0x30887fc55cbfad3487cb55bfe1779f6d2ba1c118,1161434387184557863293
0x525db04853486c32c1df5b1daf2dffb9ba7c2517,1160771797140157559625
0xe1e4d457a9ada9407d0f0697a760854f5a64f24a,1150626477397626331367
0x2dbcbdb6ed8df05ddc859bd9e06a53e93e1c9561,1146434097190750208028
0x5cbf8c43b11a3b120d2cc2955f9b638303e0d22f,1145511725318593448719
0x537037c5ae805b9d4cecab5ee07f12a8e59a15b2,1143648236903132783482
0xbdb4d0599ed427a7312489af77d205edf3c2854d,1143646804153074299393
0xadc2bf9e955b2d8a4b37b77353e561413bf97724,1141257567170782749599
0xf032f533a8814741345215a0710b0364953387a5,1139715208178605280409
0x12058292d1848fba58f7c70f7b14239fe9e3b737,1135630170095651237716
0x873e0306bc92c6ad6e5cad3e67a6bd4c5e8bb7fa,1121580350050536026174
0x7c976f00e84db0b44f945fc6d7fad34b43150a1a,1120631489556254564377
0xfadafce89ea2221fa33005640acf2c923312f2b9,1120270647800257620474
0x12c012ac4b947a072a1f6abb478d094094931215,1107319155125381939797
0x91dca37856240e5e1906222ec79278b16420dc92,1107027819616926308299
0x18253d36dc242ba720975e0d279683a0cb183936,1104500300218959864651
0xcd27430eed1ea5e2b8a3ef95d90c14d2b21552a8,1102761723084266577644
0x8907b6d09cdfa963acc33396ca667a08ee3d6f10,1100385218728226391249
0xfc117cb4c186586f415cebaaa0644aa0ad530b8a,1100309419483422914254
0x701a1824e5574b0b6b1c8da808b184a7ab7a2867,1099694664410902532836
0x701454c2ae6e3529488e40bcaf8ebb4399ba0714,1098074007340634807406
0x270042a7623a90e6ebe6ae6e3263d61896b46906,1097993043132978982612
