Account,Allocation,BAL,vlCVX,Voting power,Vote
0x49a2dcc237a65cc1f412ed47e0594602f6141936,2772151098680988525302,22473724445030111382948,0,0,-
0x483f556fa515bfe3d015e71b65b7e3cc84815b8d,2752090462790069977927,22245005956242253887467,0,0,-
0xcffad3200574698b78f32232aa9d63eabd290703,2558396895930719892931,20072061683950483711669,0,0,-
0xde9e8c5201d7f6d779f5609ec08c896772330148,2551872128084736232267,20000000000000000000000,0,0,-
0xe68d7a6c421e2d220b5840116008c9abdbcf53b2,2446692716735775775305,18848823604230839919182,0,0,-
0xa802704860ed515a6784a650bc15ad7d630d818d,2436787796125845034112,18741439999999998690328,0,0,-
0x7c132bde28ad1e0101d45121757d7c6c2e8a550a,2434936414710485678370,18721388106221947055019,0,0,-
0x47e6dac0fdb0e9de4a1070e1978aa6cbeeedc32f,2423897283843672539660,18601955117120382055873,0,0,-
0xe943f3f703faaf5da5c150c170cd40dd1146232b,2402655076558264227060,12248506320897586647334,0,23483765558357841655379,Y
0xccff6a7cc27858eb7777f51c244360c04591c165,2398573161226403044566,18328811610001499502687,0,0,-
0xde3258c1c45a557f4924d1e4e3d0a4e5341607ee,2387859201153922640515,18213605290322313521756,0,0,-
0x1149e9143c407f3be1df24c463e48963c6de1715,2367505022609195748373,17995319999999999708962,0,0,-
0xae2113de1cd10c5d626e902760638a4f5ae53d7a,2351186191843763026554,17820863668202178814681,0,0,-
0x5247a3e94aec48d7c017ec33ffe0159fef97e762,2332555635527025970077,17622297742122005729470,0,0,-
0xb3f80e282d2d786510c8e7fdab21a360b997543f,2330190392579543640750,17597134999999998399289,0,0,-
0x5f153a7d31b315167fe41da83acba1ca7f86e91d,2280349142234774262761,17069332100400290073594,0,0,-
0x0b5a6a15b975fd35f0b301748c8dabd35b50d8c5,2279910173659106476407,17064704315232182125328,0,0,-
0x82a4697a45037c4ae1babd7af6c6d04254e4085a,2242055664084164163796,16667000000000000000000,0,0,-
0xb370b2b6a9c4ce5c6860204758e889956cf80890,2242055664084164163796,16667000000000000000000,0,0,-
0x506cbce4009a18d5c35a2a29e7e71806e3882978,2236692420090256746334,16610873503557017102139,0,0,-
0x896b94f4f27f12369698c302e2049cae86936bbb,2206679246874540694989,16297801077777785394574,0,0,-
0xb1e81d0107c5efe867ad850f73db3b21b442835a,2201926350513354009308,16248381544509744344396,0,0,-
0x42d13efa958586ff2d3ec20956d44dad8da55864,2186342028311863941781,16086645127870631313272,0,0,-
0x5db5a82d59e30aa3d077727ddad04e1d3a6714f0,2119935436432605001755,15402762672995251705288,0,0,-
0x3c1104428665110298f111e998229fe079337789,2112664425291199677304,15328408057331347663421,0,0,-
0xd34427950f74a15bd18d1be4cb3dd5dd65f9eb1f,2105694963446198926249,15257235175912124304887,0,0,-
0x3a3ee61f7c6e1994a2001762250a5e17b2061b6d,2101285766806713581900,15212257639378867679625,0,0,-
0xa97e52b529860f3a539abdf44d6f45f4bebd5008,2094230176017147186940,15140364826280001580017,0,0,-
0xd2eb7bd802a7ca68d9acd209bec4e664a9abdd7b,2072085564495615471969,14915365714827143237997,0,0,-
0x4faa6b0a322766bc1dc32b2775541f9424daf782,2045720868144567248237,14648767151366884718300,0,0,-
0x8a8feacc614fa4b59cc2501f680c28e98e57bd14,2025279945087781925395,14443032256196763228217,0,0,-
0xfbf75933e01b75b154ef0669076be87f62dffae1,1977517543356878604754,13965618940096336458189,0,0,-
0x598265c6863811ce5e7e65a55b16322ceaff068f,1966540753662147153591,13856559391401588072767,0,0,-
0x009023da14a3c9f448b75f33ceb9291c21373bd8,1944451769951111373302,13637848590721602704434,0,0,-
0x9af999595a08210fcaa705f0491a800551f73388,1933665540043161854555,13531417823452840821119,0,0,-
0x941b4fdb4b1533ab2cc8b90ff0700f658b4aa642,1924977209706227540664,13445863715609988503275,0,0,-
0x829f5b50a83e26ee2dbcf536f49eece5966d096c,1922821419132535766039,13424659999999999854481,0,0,-
0x0dd33f4850b4a39ad88c8726fe9c41fab8e2479f,1916697740255948929189,13364482288585933929426,0,0,-
0x2ceb5d4d3c325485d4d977c929504954ee92f194,1904848048556244521023,13248257742897112620994,0,0,-
0xd09ca75315e70bd3988a47958a0c6c5b30b830e1,1902976520057605512193,13229928296037066502322,0,0,-
0x108a8b7200d044bbbe95bef6f671baec5473e05f,1901229194967391549653,13212821922021275895531,0,0,-
0x426774601b952411dcf739c32a4436f4f65f6951,1870428395954564393833,12912338275860000067041,0,0,-
0x43436c54d4d1b5c3bef23b58176b922bcb73fb9a,1868290169176045083077,12891552904121517713065,0,0,-
0x3f08f17973ab4124c73200135e2b675ab2d263d9,1845549858972183756123,12671100200000000768341,0,0,-
0x9e2ba399bebd28ebf48bae66739fa87dacbb1114,1828895721695218753666,12510350639319378387881,0,0,-
0x12058292d1848fba58f7c70f7b14239fe9e3b737,1827821247875630206181,12500000030137000067043,0,0,-
0x38ec31504f48c7e944567904d519f4059be73387,1807366472174349837587,12303430242511904907587,0,0,-
0x91dca37856240e5e1906222ec79278b16420dc92,1784210873974155219912,12082000000000000000000,0,0,-
0x618f2d5932b4d29bda43a96be1eef390e1916e24,1778247049873924652275,12025158914248466317076,0,0,-
0xcaab2680d81df6b3e2ece585bb45cee97bf30cd7,1778086515401349515741,12023629938218080496881,0,0,-
0x4086e3e1e99a563989a9390facff553a4f29b6ee,1741532912075710555655,11676957047944883015589,0,0,-
0x537037c5ae805b9d4cecab5ee07f12a8e59a15b2,1718429241108773112501,11459366863693534469348,0,0,-
0x2e2cee70d0540f3b87258fcec3c5acf354939d04,1664771776533960519373,10958635172178042353153,0,0,-
0xd0fa1ba9922967bf84345fc9b5a1d415c61a00bd,1653749509216832166203,10856582130000000688597,0,0,-
0x78e96be52e38b3fc3445a2ed34a6e586ffab9631,1639643087247358153036,10726378401403395400848,36627554923477095144335,0,-
0x15e7e224dcfa4dba59f342f01c70007b8a8f4aa0,1636600344166533204771,10698353374236676614828,0,0,-
0xe67e43b831a541c5fa40de52ab0afbe311514e64,1598116087633182360150,10345740143896524386946,0,0,-
0x71d48370ecce78d6ab424f323810794cc082bdca,1597945035817260304611,10344180544388893395080,0,0,-
0x61175fb85f6bea405e24e2e38b10879788846240,1593242268818135698893,10301328838942063157447,0,0,-
0xb8ba36e591facee901ffd3d5d82df491551ad7ef,1562489893989285747011,10022389467639999566018,0,0,-
0x1ff7b0bf44b9fd1c845ba6b769be828be1638c49,1561921305969018476389,10017253040457995666657,0,0,-
0x738cf6903e6c4e699d1c2dd9ab8b67fcdb3121ea,1561630912814131079358,10014630023908897783258,0,0,-
0x2c531920a372998bc029e20771422018e99f1680,1560118758851168877300,10000974503153764089802,0,0,-
0xd20c9667bf0047f313228f9fe11f8b9f8dc29bba,1560010823658085655552,10000000000000000000000,0,0,-
0x07c3aa37347c8102a24e5bfb261cf420aa4512fe,1559647822314103223107,9996722809910048454185,0,0,-
0x55031f623152cfb63c60a152238b9b3b28c568b0,1521377165596472423204,9652970092323237622622,0,0,-
0xadc2bf9e955b2d8a4b37b77353e561413bf97724,1510500834902878978028,9555916260252361098537,0,0,-
0xefdb49a99b30c60a5166d6250edb22215e4ed0e3,1504220043680388471330,9500000000000001818989,0,0,-
0x359f4fe841f246a095a82cb26f5819e10a91fe0d,1494064971052372357008,9409793687930485248216,0,0,-
0xfadafce89ea2221fa33005640acf2c923312f2b9,1489968861939509451986,9373479158227214696808,0,0,-
0x3b66890289366175c360c1f0e1bafae06276ba03,1489775230008229300438,9371763500197515895707,0,0,-
0x873e0306bc92c6ad6e5cad3e67a6bd4c5e8bb7fa,1485834824235418182070,9336869690287834600895,0,0,-
0xd71de1e67432858ca1e2ed80c0b2e8007ad940a0,1479752902786739241492,9283086107545207596559,0,0,-
0xaca096d2e6492d7380c5d8e70d90e13eecc72dd4,1471791079315927390780,9212814581509999698028,0,0,-
0x7eca937b8a8db1628d2a857c7781656a5a9b627b,1441678961424416456794,8948450000000000727596,0,0,-
0x6ced6e97baab4f441d6342e0e9257e09f1aaff35,1436897640442304464159,5937786032805209899266,0,14457253586180957427132,Y
0x3058568088dd5206ec0f0670ac995979347329e2,1432049927360082847372,8864386000000000422006,0,0,-
0x478271c960137418c9d90082dddbf68aa72e4367,1428890091410380136949,8836850000000000363798,0,0,-
0x3230a79c196958980f058d0dbd5e6a5fd3ea1778,1405605905306400018162,8634711528487996474723,0,0,-
0x2af17a3fc90de53481d8df0c4f652f240ba0af03,1402649198301036904013,8609140540079999482259,0,0,-
0x9c321cc40bd1a1b57f1172f1b3aab7a07bcee6e1,1378925570778358633106,8404766511158035427798,0,0,-
0xab662ac0f2398f134ea3870872089b7ab52f3c78,1363309141268100802336,8271014494999999442371,0,0,-
0xecd4abc81640d99f1b3d9fc254554cfbce9ff50d,1356280712614639242020,8211020695749357400928,0,0,-
0x303b6c0d8608b6683caff4f7e1cfab556323ee35,1351060385160009673200,8166542702877175543108,0,0,-
0x3548fbc04fc033e07e8004904d18fad502f4f307,1328055231978666824944,7971373059548929632001,0,0,-
0x98191318a7e4cf10d75ab243b048c7ec72b6e47f,1319247451228008003454,7897013681800711935921,0,0,-
0x5e8304b5600cccba6d6292c6687ac9ead0ec6288,1314866022907808655873,7860099000000000160071,0,0,-
0x4f58985b75eec8f14c536878a19eadf4a1960d6c,1311782206811843479954,5222764760740560944896,0,26048159055749280810,Y
0x53572e897bc04a398ab9df869eb5aa7d3f17e248,1311603573398450180321,7832644614203222772630,0,0,-
0x6c5e1df7351356d60b7ba512817b9958949131ac,1311277244233789588179,7829900000025122608349,0,0,-
0xdff92a1d3c7832cbcc762ee5f326679dd801648e,1299187653945219608431,7728416619076078859507,0,0,-
0x82f0d518c6a7735dfe2371cf0c25b9a80d9d554b,1286503116385478733719,7622353002501210312403,0,0,-
0xeed86b90448c371eab47b7f16e294297c27e4f51,1278319643295899822988,7554151763593042232969,0,0,-
0x1c727a55ea3c11b0ab7d3a361fe0f3c47ce6de5d,1270110905163394818373,7485918891966753108136,0,0,-
0xfe28ac0e36654ca9a3ec59616b7f42fd7511d306,1260622456390586421549,7407272960505864830338,0,0,-
0x839b9e06285755b72328583ae4fda906d525b579,1259189596004979193822,7395417511951358392253,0,0,-
0x21001ff7b651fd6358b7252444d7ece27cc4c4c2,1258449673546090025411,7389297569979394211259,0,0,-
0xe34bb624055b171d777eccbbfc3baaeeffbe432c,1257850221371377983814,7384340543481988788699,0,0,-
0xdb4c9c0ab25976805e1a7869a4a1ed7f6d43a448,1256195053446314886969,7370658538521594891790,0,0,-
0x29c7b44e0584624c1e877d3ee0856520e2851ba6,1248008225533923678086,7303092670219626597827,3937686241781993885525,0,-
0xb007c70fc157dc7f30cc2be46c9d74eab93a8877,1228240221708399076306,7140694084111250958813,0,0,-
0x4a74eac494c34a8aa997a7cc8d0ebd7e1174bd4f,1228108786448585078688,7139617863859324643272,0,0,-
0x7bfea1979e58aa73beb34d4577272b5ba16479fd,1227795861521844244635,7137055756414801294340,0,0,-
0x68a9857b0e540e5a800151d3e4a33037191a5dc4,1202754501794574707674,6932894940287299505144,0,0,-
0x57ca561798413a20508b6bc997481e784f3e6e5f,1202300359282341332801,6929208239056262755184,0,0,-
0x925a2a86b400b7011e82de3a52404b9f83022c93,1198936310937045163882,6901916818532566139766,0,0,-
0x43b7b943595dd87d72bb878da8d3a7888acee9ec,1191969015980903805030,6845492914059438589902,9709769246753188781440,0,-
0xc0aa8046f860996b7b6d366b6d71391e70c74376,1180139346691433047454,6750000000000000909495,0,0,-
0x95e8c5a56acc8064311d79946c7be87a1e90d17f,1177779857389380595123,6731000038906626286916,0,0,-
0x56178a0d5f301baf6cf3e1cd53d9863437345bf9,1175115140545445910902,6709560897758722603612,0,0,-
0xf8bff2f4534330195e893054d69a8aaf5eb884b0,1165818969642998581548,6634923564285292741260,0,0,-
0x5a17989616c8f3f1372e7caa6b0b988e80d7a322,1160063065668330864355,6588832000000000334694,0,0,-
0x0972305ae9dd48092141111c1498cebf279968f1,1159471323475153894833,6584098790000000008149,0,0,-
0x2df9bca52499f81e577c2cfcfe5491020a5d3bb3,1157224813081596494158,6566138453750279040833,0,0,-
0x2b6c41ca6d5e2564b509026efd9e27a9b7ee27d6,1151943291296594452433,6523970000000000254659,0,0,-
0x79a98a9f41051e119cad1b9ffefe523cd0be65f0,1146328053101035038708,6479223639982069073540,0,0,-
0x123432244443b54409430979df8333f9308a6040,1143847039505785460278,6459481566719017791911,0,0,-
0x7d573c852528aecfef093c9428fc0c444a1e9716,1143142934827209955984,6453882005645854405884,0,0,-
0xee1616933c57b31577d02513fb5557a61fba676b,1138128817153605041312,6414046795580000434711,0,0,-
0x2a62e40001c810eaa18ce2c6994bc0fa2d073645,1136358573992726405777,6400000000000000000000,0,0,-
0x47e84b420a0a1717e1c86adc25bfb5d610167e1b,1130392019943940340454,6352721533441673273046,0,0,-
0xfdde7ad56320b9cc691ad319a8fec2c8d6b993e6,1115905427301172267107,6238355360346833549556,0,0,-
0xa9924a36bc4404aedd63a2186bbc022cf562e5c6,1107929657179907508180,6175647538979877026577,0,0,-
0x57ef012861c4937a76b5d6061be800199a2b9100,1107804216101830661501,6174662753354691631102,0,0,-
0xdd04f596569b09bb967ab9f20cdc1b7bc7495afd,1091630575756067628390,6048072852770000281453,0,0,-
0xeb1bcb9dffb7839df1627f4b66e58904a228856d,1031165358838178008227,5581636550006888683129,0,0,-
0xb7f1ea585d7bf0f04941a29a03465cb74844c0cb,1031053902210350997848,5580786839081429206999,0,0,-
0x13dd4c65252274a442428039ae815f3a13e84ff3,1024983559960312504700,5534565152952094649663,6619384904105119858286,0,-
0xde21f729137c5af1b01d73af1dc21effa2b8a0d6,1018550817146754184250,5485705907332414426492,0,0,-
0xcca71809e8870afeb72c4720d0fe50d5c3230e05,1015113250370542800738,5459647793742758040025,0,0,-
0x0548f59fee79f8832c299e01dca5c76f034f558e,1011597911657038366684,5433037388254330835480,0,0,-
0x949508892ac154121e0f2f335884c4d3de38a89f,1005367695170798810977,5385968677615378510382,0,0,-
0x3a22107564513d257f79394c3e58eb8a0f54043c,995371324026680326824,5310695820500901390915,0,0,-
0x0ed9a1323db9653f4650de782ade8504617ecbd3,990443569312780709879,5273703013288207330334,0,0,-
0x8faac1dbbc4a5556ff99ca90a4220b18f26c1784,985693578335663573853,5238115766000000803615,0,0,-
0xed60d8590019e5e145ea81455c01f3e817fe54eb,984164274191609251830,5226673000202057664865,0,0,-
0x0fc4b69958cb2fa320a96d54168b89953a953fbf,973339944201199500640,5145889683135594168562,0,0,-
0x9581dd103b1f621771e843787dd8d250fb6bbd10,972256946804472704571,5137827247325430846559,0,0,-
0x800159e29cb98568e286374e305181813f0955e7,966572428712963414910,5095568728756439682570,0,0,-
0x5cbf8c43b11a3b120d2cc2955f9b638303e0d22f,963436112520472534015,5072296837435333145550,10136722435664252770948,0,-
0xa655cd30eb39db07eade930a2fb3ebb9e3bc4e1b,961863980342758395636,5060643035118045190757,0,0,-
0x585020d9c6b56874b78979f29d84e082d34f0b2a,957976633407204644755,5031860562016777294048,0,0,-
0x16b2e1230fe07a340d4e541bb55d025136d54b2f,957860603228542458965,5031002190000000155123,0,0,-
0x9b86471779aeb59c7339e6461ff9974453fb6af7,956495310155601146107,5020905169015943442901,0,0,-
0x952492e42072120dfb04bd73d45a7534feb343ce,953666033319977145766,5000000000000000000000,0,0,-
0x7d1904427673cf7e0ba90b3288bc955f11d51ad5,953627947341240883361,4999718760109999493579,0,0,-
0xd008ef95b4663f1d2397c8820fe83c412874174c,952231488583138116155,4989409999999999854481,0,0,-
0xa19ed0ae46e89461e56063f1ed268a0dc225745f,947694651716179009782,4955961373464353755480,0,0,-
0xaff6bceded11d06b5f554d58d4ab3525fac0284b,943723308888259566629,4926735575877363771724,0,0,-
0x9e55244eb98e7861bbd9623f30f3b9fd8eebe64c,937153571869445045195,4878498000000000502041,0,0,-
0xfc117cb4c186586f415cebaaa0644aa0ad530b8a,932805272657374530354,4846646907389319721915,6459596491879779932788,0,-
0x41318419cfa25396b47a94896ffa2c77c6434040,931936726389171781193,4840292099999999663851,0,0,-
0x36b06e0b929f40365eebaa81ef25edfcc624a0df,920191508352123037184,4754595058931829044013,0,0,-
0x51b384872428fb424d8e193ee8733e960a9256e0,917792415623743409014,4737145173552824417129,0,0,-
